日時,スタッフコード,姓 名,所属グループ名,スタッフ種別,総労働時間,プロジェクトコード,プロジェクト名,工数
2023/9/24,30,壮太 壮太,部署1,社員,0:00,未入力,未入力,0:00
2023/9/24,34,関東 関東,部署1,社員,0:00,未入力,未入力,0:00
2023/9/24,3,横 横,部署1,社員,0:00,未入力,未入力,0:00
2023/9/24,27,蓮介 蓮介,部署1,社員,0:00,未入力,未入力,0:00
2023/9/24,55,夏 夏,部署6,パートナー,0:00,未入力,未入力,0:00
2023/9/24,57,田中 田中,部署6,パートナー,0:00,未入力,未入力,0:00
2023/9/24,56,四国 四国,部署6,パートナー,0:00,未入力,未入力,0:00
2023/9/24,48,冬 冬,部署1,社員,0:00,未入力,未入力,0:00
2023/9/24,50,大分 大分,部署2,社員,0:00,未入力,未入力,0:00
2023/9/24,11,三佐 三佐,部署1,契約,0:00,未入力,未入力,0:00
2023/9/24,51,大阪 大阪,部署2,社員,0:00,未入力,未入力,0:00
2023/9/24,52,丘 丘,部署1,社員,0:00,未入力,未入力,0:00
2023/9/24,53,治 治,部署2,社員,0:00,未入力,未入力,0:00
2023/9/24,54,福井 福井,部署1,社員,0:00,未入力,未入力,0:00
2023/9/24,58,空 空,部署1,社員,0:00,未入力,未入力,0:00
2023/9/24,68,講師 講師,部署2,社員,0:00,未入力,未入力,0:00
2023/9/24,59,九州 九州,部署2,社員,0:00,未入力,未入力,0:00
2023/9/24,61,新潟 新潟,部署2,社員,0:00,未入力,未入力,0:00
2023/9/24,33,河川 河川,部署1,社員,0:00,未入力,未入力,0:00
2023/9/24,87,連多 連多,部署1,社員,0:00,未入力,未入力,0:00
2023/9/24,16,福岡 福岡,部署2,契約,0:00,未入力,未入力,0:00
2023/9/24,85,現部 現部,部署7,社員,0:00,未入力,未入力,0:00
2023/9/24,81,丸 丸,部署7,社員,0:00,未入力,未入力,0:00
2023/9/24,2,有働 有働,部署7,社員,0:00,未入力,未入力,0:00
2023/9/24,88,中部 中部,部署7,社員,0:00,未入力,未入力,0:00
2023/9/24,84,白 白,部署7,社員,0:00,未入力,未入力,0:00
2023/9/24,90,地面 地面,部署7,社員,0:00,未入力,未入力,0:00
2023/9/24,100,三重 三重,部署1,パートナー,0:00,未入力,未入力,0:00
2023/9/25,29,星 星,部署9,社員,11:00,CCC-HEX-7-1,H事業,3:00
2023/9/25,29,星 星,部署9,社員,11:00,CCC-ARM-1-0,K事業,1:00
2023/9/25,29,星 星,部署9,社員,11:00,DDD-6-0,Y業務,5:00
2023/9/25,29,星 星,部署9,社員,11:00,DDD-1-0,L作業,2:00
2023/9/25,26,北海道 北海道,部署3,社員,8:00,未入力,未入力,0:00
2023/9/25,21,山形 山形,部署8,社員,0:00,未入力,未入力,0:00
2023/9/25,13,沖縄 沖縄,部署8,社員,7:13,BBB-106,Y業務,3:00
2023/9/25,13,沖縄 沖縄,部署8,社員,7:13,BBB-107,Y業務,0:30
2023/9/25,13,沖縄 沖縄,部署8,社員,7:13,BBB-104,Y業務,1:00
2023/9/25,13,沖縄 沖縄,部署8,社員,7:13,BBB-104,Y業務,2:30
2023/9/25,37,京都 京都,部署8,社員,8:03,BBB-104,Y業務,2:00
2023/9/25,37,京都 京都,部署8,社員,8:03,BBB-107,Y業務,0:30
2023/9/25,37,京都 京都,部署8,社員,8:03,BBB-105,Y業務,4:00
2023/9/25,37,京都 京都,部署8,社員,8:03,BBB-107,Y業務,1:30
2023/9/25,31,愛媛 愛媛,部署2,社員,8:00,CCC-ARM-2-0,K事業,6:00
2023/9/25,31,愛媛 愛媛,部署2,社員,8:00,DDD-2-0,Y業務,2:00
2023/9/25,10,真方 真方,部署3,社員,9:10,未入力,未入力,0:00
2023/9/25,25,点か 点か,部署1,社員,10:30,DDD-1-0,L作業,1:00
2023/9/25,25,点か 点か,部署1,社員,10:30,DDD-2-0,Y業務,1:00
2023/9/25,25,点か 点か,部署1,社員,10:30,AAA-SRA-1-0,S常駐業務,5:30
2023/9/25,25,点か 点か,部署1,社員,10:30,CCC-SBDDD-2-0,S常駐業務,3:00
2023/9/25,6,川 川,部署1,社員,0:00,未入力,未入力,0:00
2023/9/25,12,湘南 湘南,部署2,社員,10:30,AAA-IC-1-0,J業務,0:30
2023/9/25,12,湘南 湘南,部署2,社員,10:30,AAA-IC-1-0,J業務,1:30
2023/9/25,12,湘南 湘南,部署2,社員,10:30,AAA-IC-1-0,J業務,6:00
2023/9/25,12,湘南 湘南,部署2,社員,10:30,AAA-IC-1-0,J業務,2:30
2023/9/25,46,広島 広島,部署2,社員,9:15,AAA-IC-4-0,J業務,9:15
2023/9/25,42,神戸 神戸,部署2,社員,0:00,未入力,未入力,0:00
2023/9/25,40,今 今,部署2,社員,0:00,未入力,未入力,0:00
2023/9/25,45,動物 動物,部署2,社員,11:00,CCC-SNC-11-2,S常駐業務,11:00
2023/9/25,43,照子 照子,部署1,社員,9:00,AAA-DIDDD-1-0,DDD常駐業務,2:00
2023/9/25,43,照子 照子,部署1,社員,9:00,AAA-DIDDD-1-0,DDD常駐業務,7:00
2023/9/25,41,府 府,部署2,社員,0:00,未入力,未入力,0:00
2023/9/25,32,昔 昔,部署2,社員,10:10,AAA-IC-1-0,J業務,10:10
2023/9/25,47,浜辺 浜辺,部署1,社員,8:47,AAA-DDDEC-2-0,K事業,1:00
2023/9/25,47,浜辺 浜辺,部署1,社員,8:47,AAA-DDDEC-2-0,K事業,2:47
2023/9/25,47,浜辺 浜辺,部署1,社員,8:47,AAA-DDDEC-2-0,K事業,0:00
2023/9/25,47,浜辺 浜辺,部署1,社員,8:47,AAA-DDDEC-2-0,K事業,3:00
2023/9/25,47,浜辺 浜辺,部署1,社員,8:47,AAA-DDDEC-2-0,K事業,2:00
2023/9/25,44,王都 王都,部署2,社員,0:00,未入力,未入力,0:00
2023/9/25,46,奈良 なら,部署1,社員,0:00,未入力,未入力,0:00
2023/9/25,19,山田 山田,部署3,社員,8:00,未入力,未入力,0:00
2023/9/25,20,円筒 円筒,部署2,社員,8:00,CCC-OPS-1-0,K業務,0:15
2023/9/25,20,円筒 円筒,部署2,社員,8:00,CCC-OPS-1-0,K業務,7:45
2023/9/25,23,生徒 生徒,部署2,社員,9:15,AAA-IC-4-0,J業務,9:15
2023/9/25,22,自然 自然,部署1,社員,0:00,未入力,未入力,0:00
2023/9/25,39,途方 途方,部署2,社員,9:00,AAA-IC-3-0,J業務,9:00
2023/9/25,35,青森 青森,部署2,社員,7:55,AAA-IC-5-0,K事業,7:55
2023/9/25,28,扇子 扇子,部署2,社員,11:30,CCC-SNC-11-2,S常駐業務,2:00
2023/9/25,28,扇子 扇子,部署2,社員,11:30,CCC-SNC-11-2,S常駐業務,3:00
2023/9/25,28,扇子 扇子,部署2,社員,11:30,CCC-SNC-11-2,S常駐業務,3:00
2023/9/25,28,扇子 扇子,部署2,社員,11:30,CCC-SNC-11-2,S常駐業務,3:30
2023/9/25,1,伊藤 伊藤,部署2,社員,0:00,未入力,未入力,0:00
2023/9/25,5,群馬 群馬,部署4,社員,0:00,未入力,未入力,0:00
2023/9/25,24,首都 首都,部署2,社員,9:00,AAA-ILL-1-0,K事業,7:30
2023/9/25,24,首都 首都,部署2,社員,9:00,DDD-2-0,Y業務,0:30
2023/9/25,24,首都 首都,部署2,社員,9:00,DDD-1-0,L作業,1:00
2023/9/25,14,壮図 壮図,部署2,契約,8:00,CCC-OPS-2-0,K業務,2:00
2023/9/25,14,壮図 壮図,部署2,契約,8:00,CCC-OPS-2-0,K業務,6:00
2023/9/25,15,千葉 千葉,部署2,契約,8:00,CCC-SNC-11-2,S常駐業務,8:00
2023/9/25,49,海 海,部署2,社員,8:00,CCC-ALJ-4-0,AB開発,8:00
2023/9/25,38,秋 秋,部署2,社員,0:00,未入力,未入力,0:00
2023/9/25,17,延期 延期,部署1,社員,8:01,AAA-EXE-1-0,K事業,1:00
2023/9/25,17,延期 延期,部署1,社員,8:01,AAA-EXE-1-0,K事業,1:00
2023/9/25,17,延期 延期,部署1,社員,8:01,AAA-EXE-1-0,K事業,4:00
2023/9/25,17,延期 延期,部署1,社員,8:01,AAA-EXE-1-0,K事業,2:01
2023/9/25,4,尾藤 尾藤,部署1,社員,0:00,未入力,未入力,0:00
2023/9/25,7,聖来 聖来,部署1,社員,8:04,AAA-BOJ-1-0,AAA-常駐業務,7:04
2023/9/25,7,聖来 聖来,部署1,社員,8:04,DDD-1-0,L作業,1:00
2023/9/25,18,岩手 岩手,部署1,社員,8:00,AAA-HPY-1-0,G常駐業務,8:00
2023/9/25,36,三機 三機,部署1,社員,8:28,CCC-SBDDD-2-0,S常駐業務,6:00
2023/9/25,36,三機 三機,部署1,社員,8:28,CCC-SBDDD-2-0,S常駐業務,2:28
2023/9/25,30,壮太 壮太,部署1,社員,7:30,DDD-1-0,L作業,7:30
2023/9/25,34,関東 関東,部署1,社員,8:00,AAA-MDDDN-1-0,L作業,8:00
2023/9/25,3,横 横,部署1,社員,8:49,AAA-EXE-1-0,K事業,3:00
2023/9/25,3,横 横,部署1,社員,8:49,DDD-1-0,L作業,0:49
2023/9/25,3,横 横,部署1,社員,8:49,AAA-EXE-1-0,K事業,5:00
2023/9/25,27,蓮介 蓮介,部署1,社員,0:00,未入力,未入力,0:00
2023/9/25,55,夏 夏,部署6,パートナー,8:00,CCC-HEX-5-1,H事業,8:00
2023/9/25,57,田中 田中,部署6,パートナー,8:00,CCC-HEX-5-1,H事業,5:00
2023/9/25,57,田中 田中,部署6,パートナー,8:00,CCC-HEX-5-1,H事業,1:00
2023/9/25,57,田中 田中,部署6,パートナー,8:00,CCC-HEX-5-1,H事業,2:00
2023/9/25,56,四国 四国,部署6,パートナー,8:00,CCC-ARM-2-0,K事業,1:00
2023/9/25,56,四国 四国,部署6,パートナー,8:00,CCC-ARM-2-0,K事業,7:00
2023/9/25,48,冬 冬,部署1,社員,10:07,AAA-MIX-1-0,L作業,10:07
2023/9/25,50,大分 大分,部署2,社員,8:06,AAA-JOPS-1-0,Y業務,8:06
2023/9/25,11,三佐 三佐,部署1,契約,0:00,未入力,未入力,0:00
2023/9/25,51,大阪 大阪,部署2,社員,0:00,未入力,未入力,0:00
2023/9/25,52,丘 丘,部署1,社員,9:00,AAA-MDDDN-1-0,L作業,8:00
2023/9/25,52,丘 丘,部署1,社員,9:00,DDD-1-0,L作業,1:00
2023/9/25,53,治 治,部署2,社員,7:30,AAA-EXE-1-0,K事業,6:30
2023/9/25,53,治 治,部署2,社員,7:30,AAA-EXE-1-0,K事業,1:00
2023/9/25,54,福井 福井,部署1,社員,8:00,DDD-1-0,L作業,1:00
2023/9/25,54,福井 福井,部署1,社員,8:00,DDD-1-0,L作業,4:00
2023/9/25,54,福井 福井,部署1,社員,8:00,DDD-1-0,L作業,2:00
2023/9/25,54,福井 福井,部署1,社員,8:00,DDD-1-0,L作業,1:00
2023/9/25,58,空 空,部署1,社員,9:00,AAA-MIX-1-0,L作業,9:00
2023/9/25,68,講師 講師,部署2,社員,8:00,DDD-1-0,L作業,8:00
2023/9/25,59,九州 九州,部署2,社員,8:00,DDD-1-0,L作業,8:00
2023/9/25,61,新潟 新潟,部署2,社員,8:00,DDD-1-0,L作業,8:00
2023/9/25,33,河川 河川,部署1,社員,4:30,AAA-EXE-1-0,K事業,2:30
2023/9/25,33,河川 河川,部署1,社員,4:30,AAA-EXE-1-0,K事業,2:00
2023/9/25,87,連多 連多,部署1,社員,0:00,未入力,未入力,0:00
2023/9/25,16,福岡 福岡,部署2,契約,0:00,未入力,未入力,0:00
2023/9/25,85,現部 現部,部署7,社員,0:00,未入力,未入力,0:00
2023/9/25,81,丸 丸,部署7,社員,0:00,未入力,未入力,0:00
2023/9/25,2,有働 有働,部署7,社員,0:00,未入力,未入力,0:00
2023/9/25,88,中部 中部,部署7,社員,0:00,未入力,未入力,0:00
2023/9/25,84,白 白,部署7,社員,0:00,未入力,未入力,0:00
2023/9/25,90,地面 地面,部署7,社員,0:00,未入力,未入力,0:00
2023/9/25,100,三重 三重,部署1,パートナー,0:00,未入力,未入力,0:00
2023/9/26,29,星 星,部署9,社員,11:00,CCC-HEX-7-1,H事業,3:00
2023/9/26,29,星 星,部署9,社員,11:00,CCC-ARM-1-0,K事業,1:00
2023/9/26,29,星 星,部署9,社員,11:00,DDD-6-0,Y業務,5:00
2023/9/26,29,星 星,部署9,社員,11:00,DDD-1-0,L作業,2:00
2023/9/26,26,北海道 北海道,部署3,社員,8:00,未入力,未入力,0:00
2023/9/26,21,山形 山形,部署8,社員,8:17,BBB-107,Y業務,1:45
2023/9/26,21,山形 山形,部署8,社員,8:17,BBB-107,Y業務,1:00
2023/9/26,21,山形 山形,部署8,社員,8:17,BBB-101,Y業務,1:00
2023/9/26,21,山形 山形,部署8,社員,8:17,BBB-107,Y業務,2:30
2023/9/26,21,山形 山形,部署8,社員,8:17,BBB-103,Y業務,0:30
2023/9/26,21,山形 山形,部署8,社員,8:17,BBB-103,Y業務,1:00
2023/9/26,13,沖縄 沖縄,部署8,社員,7:18,BBB-106,Y業務,1:30
2023/9/26,13,沖縄 沖縄,部署8,社員,7:18,BBB-107,Y業務,1:30
2023/9/26,13,沖縄 沖縄,部署8,社員,7:18,BBB-104,Y業務,4:00
2023/9/26,37,京都 京都,部署8,社員,8:36,BBB-105,Y業務,8:00
2023/9/26,31,愛媛 愛媛,部署2,社員,8:00,DDD-2-0,Y業務,2:00
2023/9/26,31,愛媛 愛媛,部署2,社員,8:00,CCC-ARM-2-0,K事業,6:00
2023/9/26,10,真方 真方,部署3,社員,8:00,未入力,未入力,0:00
2023/9/26,25,点か 点か,部署1,社員,10:00,DDD-1-0,L作業,1:00
2023/9/26,25,点か 点か,部署1,社員,10:00,DDD-2-0,Y業務,1:00
2023/9/26,25,点か 点か,部署1,社員,10:00,AAA-SRA-1-0,S常駐業務,5:00
2023/9/26,25,点か 点か,部署1,社員,10:00,CCC-SBDDD-2-0,S常駐業務,3:00
2023/9/26,6,川 川,部署1,社員,0:00,未入力,未入力,0:00
2023/9/26,12,湘南 湘南,部署2,社員,11:15,AAA-IC-1-0,J業務,0:40
2023/9/26,12,湘南 湘南,部署2,社員,11:15,AAA-IC-1-0,J業務,2:30
2023/9/26,12,湘南 湘南,部署2,社員,11:15,AAA-IC-1-0,J業務,0:40
2023/9/26,12,湘南 湘南,部署2,社員,11:15,AAA-IC-1-0,J業務,2:15
2023/9/26,12,湘南 湘南,部署2,社員,11:15,AAA-IC-1-0,J業務,2:55
2023/9/26,12,湘南 湘南,部署2,社員,11:15,AAA-IC-1-0,J業務,1:45
2023/9/26,12,湘南 湘南,部署2,社員,11:15,AAA-IC-1-0,J業務,0:30
2023/9/26,46,広島 広島,部署2,社員,11:45,AAA-IC-4-0,J業務,11:45
2023/9/26,42,神戸 神戸,部署2,社員,8:00,CCC-ALJ-4-0,AB開発,0:45
2023/9/26,42,神戸 神戸,部署2,社員,8:00,CCC-ALJ-4-0,AB開発,1:15
2023/9/26,42,神戸 神戸,部署2,社員,8:00,CCC-ALJ-4-0,AB開発,4:30
2023/9/26,42,神戸 神戸,部署2,社員,8:00,CCC-ALJ-4-0,AB開発,1:30
2023/9/26,40,今 今,部署2,社員,8:45,DDD-1-0,L作業,0:30
2023/9/26,40,今 今,部署2,社員,8:45,CCC-ARM-2-0,K事業,1:00
2023/9/26,40,今 今,部署2,社員,8:45,DDD-1-0,L作業,0:45
2023/9/26,40,今 今,部署2,社員,8:45,CCC-YC-1-0,L作業,1:30
2023/9/26,40,今 今,部署2,社員,8:45,CCC-ARM-2-0,K事業,5:00
2023/9/26,45,動物 動物,部署2,社員,10:00,CCC-SNC-11-2,S常駐業務,10:00
2023/9/26,43,照子 照子,部署1,社員,9:45,AAA-DIDDD-1-0,DDD常駐業務,2:00
2023/9/26,43,照子 照子,部署1,社員,9:45,AAA-DIDDD-1-0,DDD常駐業務,1:00
2023/9/26,43,照子 照子,部署1,社員,9:45,AAA-DIDDD-1-0,DDD常駐業務,6:45
2023/9/26,41,府 府,部署2,社員,0:00,未入力,未入力,0:00
2023/9/26,32,昔 昔,部署2,社員,10:40,AAA-IC-1-0,J業務,10:40
2023/9/26,47,浜辺 浜辺,部署1,社員,8:20,AAA-DDDEC-2-0,K事業,1:00
2023/9/26,47,浜辺 浜辺,部署1,社員,8:20,AAA-DDDEC-2-0,K事業,4:20
2023/9/26,47,浜辺 浜辺,部署1,社員,8:20,AAA-DDDEC-2-0,K事業,3:00
2023/9/26,47,浜辺 浜辺,部署1,社員,8:20,AAA-DDDEC-2-0,K事業,0:00
2023/9/26,44,王都 王都,部署2,社員,0:00,未入力,未入力,0:00
2023/9/26,46,奈良 なら,部署1,社員,0:00,未入力,未入力,0:00
2023/9/26,19,山田 山田,部署3,社員,8:00,未入力,未入力,0:00
2023/9/26,20,円筒 円筒,部署2,社員,8:00,CCC-UND-1-0,K事業,0:15
2023/9/26,20,円筒 円筒,部署2,社員,8:00,CCC-UND-1-0,K事業,5:45
2023/9/26,20,円筒 円筒,部署2,社員,8:00,DDD-1-0,L作業,2:00
2023/9/26,23,生徒 生徒,部署2,社員,11:45,AAA-IC-4-0,J業務,11:45
2023/9/26,22,自然 自然,部署1,社員,0:00,未入力,未入力,0:00
2023/9/26,39,途方 途方,部署2,社員,8:00,AAA-IC-3-0,J業務,7:30
2023/9/26,39,途方 途方,部署2,社員,8:00,AAA-IC-3-0,J業務,0:30
2023/9/26,35,青森 青森,部署2,社員,7:55,AAA-IC-5-0,K事業,7:55
2023/9/26,28,扇子 扇子,部署2,社員,10:45,CCC-SNC-11-2,S常駐業務,2:00
2023/9/26,28,扇子 扇子,部署2,社員,10:45,CCC-SNC-11-2,S常駐業務,2:00
2023/9/26,28,扇子 扇子,部署2,社員,10:45,CCC-SNC-11-2,S常駐業務,3:00
2023/9/26,28,扇子 扇子,部署2,社員,10:45,CCC-SNC-11-2,S常駐業務,3:45
2023/9/26,1,伊藤 伊藤,部署2,社員,7:30,AAA-ILL-1-0,K事業,7:30
2023/9/26,5,群馬 群馬,部署4,社員,0:00,未入力,未入力,0:00
2023/9/26,24,首都 首都,部署2,社員,10:00,AAA-IC-1-0,J業務,10:00
2023/9/26,14,壮図 壮図,部署2,契約,8:00,CCC-OPS-2-0,K業務,1:00
2023/9/26,14,壮図 壮図,部署2,契約,8:00,CCC-OPS-2-0,K業務,7:00
2023/9/26,15,千葉 千葉,部署2,契約,8:00,CCC-SNC-11-2,S常駐業務,6:00
2023/9/26,15,千葉 千葉,部署2,契約,8:00,CCC-SNC-11-2,S常駐業務,2:00
2023/9/26,49,海 海,部署2,社員,11:00,CCC-ALJ-4-0,AB開発,7:30
2023/9/26,49,海 海,部署2,社員,11:00,DDD-1-0,L作業,1:00
2023/9/26,49,海 海,部署2,社員,11:00,CCC-ALJ-4-0,AB開発,2:00
2023/9/26,49,海 海,部署2,社員,11:00,DDD-2-0,Y業務,0:30
2023/9/26,38,秋 秋,部署2,社員,0:00,未入力,未入力,0:00
2023/9/26,17,延期 延期,部署1,社員,8:07,AAA-EXE-1-0,K事業,1:00
2023/9/26,17,延期 延期,部署1,社員,8:07,AAA-EXE-1-0,K事業,5:00
2023/9/26,17,延期 延期,部署1,社員,8:07,AAA-EXE-1-0,K事業,1:37
2023/9/26,17,延期 延期,部署1,社員,8:07,DDD-1-0,L作業,0:30
2023/9/26,4,尾藤 尾藤,部署1,社員,8:00,CCC-HPE-1-0,H事業,6:45
2023/9/26,4,尾藤 尾藤,部署1,社員,8:00,CCC-SNC-5-0,S常駐業務,0:15
2023/9/26,4,尾藤 尾藤,部署1,社員,8:00,DDD-1-0,L作業,1:00
2023/9/26,7,聖来 聖来,部署1,社員,9:01,AAA-BOJ-1-0,AAA-常駐業務,9:01
2023/9/26,18,岩手 岩手,部署1,社員,8:00,AAA-HPY-1-0,G常駐業務,8:00
2023/9/26,36,三機 三機,部署1,社員,8:28,CCC-SBDDD-2-0,S常駐業務,4:00
2023/9/26,36,三機 三機,部署1,社員,8:28,CCC-SBDDD-2-0,S常駐業務,3:28
2023/9/26,36,三機 三機,部署1,社員,8:28,CCC-SBDDD-2-0,S常駐業務,1:00
2023/9/26,30,壮太 壮太,部署1,社員,7:30,AAA-KSK-1-0,K業務,7:30
2023/9/26,34,関東 関東,部署1,社員,8:00,AAA-MDDDN-1-0,L作業,8:00
2023/9/26,3,横 横,部署1,社員,8:15,AAA-EXE-1-0,K事業,3:00
2023/9/26,3,横 横,部署1,社員,8:15,DDD-1-0,L作業,1:00
2023/9/26,3,横 横,部署1,社員,8:15,AAA-EXE-1-0,K事業,4:15
2023/9/26,27,蓮介 蓮介,部署1,社員,11:00,AAA-EXE-1-0,K事業,1:30
2023/9/26,27,蓮介 蓮介,部署1,社員,11:00,AAA-EXE-1-0,K事業,9:30
2023/9/26,55,夏 夏,部署6,パートナー,8:00,CCC-HEX-5-1,H事業,8:00
2023/9/26,57,田中 田中,部署6,パートナー,8:00,CCC-HEX-5-1,H事業,8:00
2023/9/26,56,四国 四国,部署6,パートナー,8:00,CCC-ARM-2-0,K事業,1:00
2023/9/26,56,四国 四国,部署6,パートナー,8:00,CCC-ARM-2-0,K事業,7:00
2023/9/26,48,冬 冬,部署1,社員,4:02,AAA-MIX-1-0,L作業,4:02
2023/9/26,50,大分 大分,部署2,社員,8:09,AAA-JOPS-1-0,Y業務,8:09
2023/9/26,11,三佐 三佐,部署1,契約,0:00,未入力,未入力,0:00
2023/9/26,51,大阪 大阪,部署2,社員,8:00,DDD-1-0,L作業,0:30
2023/9/26,51,大阪 大阪,部署2,社員,8:00,CCC-ARM-2-0,K事業,1:00
2023/9/26,51,大阪 大阪,部署2,社員,8:00,CCC-YC-1-0,L作業,6:30
2023/9/26,52,丘 丘,部署1,社員,8:00,AAA-MDDDN-1-0,L作業,2:00
2023/9/26,52,丘 丘,部署1,社員,8:00,AAA-MDDDN-1-0,L作業,6:00
2023/9/26,53,治 治,部署2,社員,7:30,AAA-EXE-1-0,K事業,6:30
2023/9/26,53,治 治,部署2,社員,7:30,AAA-EXE-1-0,K事業,1:00
2023/9/26,54,福井 福井,部署1,社員,0:00,未入力,未入力,0:00
2023/9/26,58,空 空,部署1,社員,9:00,AAA-MIX-1-0,L作業,9:00
2023/9/26,68,講師 講師,部署2,社員,8:00,DDD-1-0,L作業,7:00
2023/9/26,68,講師 講師,部署2,社員,8:00,DDD-1-0,L作業,1:00
2023/9/26,59,九州 九州,部署2,社員,8:00,DDD-1-0,L作業,8:00
2023/9/26,61,新潟 新潟,部署2,社員,8:00,DDD-1-0,L作業,8:00
2023/9/26,33,河川 河川,部署1,社員,7:44,AAA-EXE-1-0,K事業,4:00
2023/9/26,33,河川 河川,部署1,社員,7:44,AAA-EXE-1-0,K事業,2:00
2023/9/26,33,河川 河川,部署1,社員,7:44,AAA-EXE-1-0,K事業,1:30
2023/9/26,87,連多 連多,部署1,社員,0:00,未入力,未入力,0:00
2023/9/26,16,福岡 福岡,部署2,契約,0:00,未入力,未入力,0:00
2023/9/26,85,現部 現部,部署7,社員,0:00,未入力,未入力,0:00
2023/9/26,81,丸 丸,部署7,社員,0:00,未入力,未入力,0:00
2023/9/26,2,有働 有働,部署7,社員,0:00,未入力,未入力,0:00
2023/9/26,88,中部 中部,部署7,社員,0:00,未入力,未入力,0:00
2023/9/26,84,白 白,部署7,社員,0:00,未入力,未入力,0:00
2023/9/26,90,地面 地面,部署7,社員,0:00,未入力,未入力,0:00
2023/9/26,100,三重 三重,部署1,パートナー,0:00,未入力,未入力,0:00
2023/9/27,29,星 星,部署9,社員,11:00,CCC-HEX-7-1,H事業,3:00
2023/9/27,29,星 星,部署9,社員,11:00,CCC-ARM-1-0,K事業,2:00
2023/9/27,29,星 星,部署9,社員,11:00,DDD-6-0,Y業務,4:00
2023/9/27,29,星 星,部署9,社員,11:00,DDD-1-0,L作業,2:00
2023/9/27,26,北海道 北海道,部署3,社員,8:00,未入力,未入力,0:00
2023/9/27,21,山形 山形,部署8,社員,7:35,BBB-107,Y業務,7:30
2023/9/27,13,沖縄 沖縄,部署8,社員,6:44,BBB-106,Y業務,3:00
2023/9/27,13,沖縄 沖縄,部署8,社員,6:44,BBB-106,Y業務,2:30
2023/9/27,13,沖縄 沖縄,部署8,社員,6:44,BBB-104,Y業務,1:00
2023/9/27,37,京都 京都,部署8,社員,4:07,BBB-105,Y業務,3:00
2023/9/27,37,京都 京都,部署8,社員,4:07,BBB-105,Y業務,1:00
2023/9/27,31,愛媛 愛媛,部署2,社員,8:00,CCC-ARM-2-0,K事業,6:00
2023/9/27,31,愛媛 愛媛,部署2,社員,8:00,DDD-1-0,L作業,1:00
2023/9/27,31,愛媛 愛媛,部署2,社員,8:00,DDD-2-0,Y業務,1:00
2023/9/27,10,真方 真方,部署3,社員,10:09,未入力,未入力,0:00
2023/9/27,25,点か 点か,部署1,社員,0:00,未入力,未入力,0:00
2023/9/27,6,川 川,部署1,社員,0:00,未入力,未入力,0:00
2023/9/27,12,湘南 湘南,部署2,社員,11:30,AAA-IC-1-0,J業務,2:40
2023/9/27,12,湘南 湘南,部署2,社員,11:30,AAA-IC-1-0,J業務,3:00
2023/9/27,12,湘南 湘南,部署2,社員,11:30,AAA-IC-1-0,J業務,1:10
2023/9/27,12,湘南 湘南,部署2,社員,11:30,AAA-IC-1-0,J業務,1:40
2023/9/27,12,湘南 湘南,部署2,社員,11:30,DDD-1-0,L作業,0:30
2023/9/27,12,湘南 湘南,部署2,社員,11:30,DDD-1-0,L作業,1:10
2023/9/27,12,湘南 湘南,部署2,社員,11:30,DDD-2-0,Y業務,0:50
2023/9/27,12,湘南 湘南,部署2,社員,11:30,DDD-1-0,L作業,0:30
2023/9/27,46,広島 広島,部署2,社員,11:45,AAA-IC-4-0,J業務,11:15
2023/9/27,46,広島 広島,部署2,社員,11:45,DDD-1-0,L作業,0:30
2023/9/27,42,神戸 神戸,部署2,社員,8:00,CCC-ALJ-4-0,AB開発,0:15
2023/9/27,42,神戸 神戸,部署2,社員,8:00,CCC-ALJ-4-0,AB開発,7:45
2023/9/27,40,今 今,部署2,社員,8:30,DDD-1-0,L作業,0:30
2023/9/27,40,今 今,部署2,社員,8:30,CCC-ARM-2-0,K事業,1:00
2023/9/27,40,今 今,部署2,社員,8:30,CCC-YC-1-0,L作業,2:00
2023/9/27,40,今 今,部署2,社員,8:30,CCC-YC-1-0,L作業,1:30
2023/9/27,40,今 今,部署2,社員,8:30,CCC-ARM-2-0,K事業,3:00
2023/9/27,40,今 今,部署2,社員,8:30,CCC-ARM-2-0,K事業,0:30
2023/9/27,45,動物 動物,部署2,社員,11:00,CCC-SNC-11-2,S常駐業務,11:00
2023/9/27,43,照子 照子,部署1,社員,9:45,AAA-DIDDD-1-0,DDD常駐業務,2:00
2023/9/27,43,照子 照子,部署1,社員,9:45,AAA-DIDDD-1-0,DDD常駐業務,1:00
2023/9/27,43,照子 照子,部署1,社員,9:45,AAA-DIDDD-1-0,DDD常駐業務,6:45
2023/9/27,41,府 府,部署2,社員,0:00,未入力,未入力,0:00
2023/9/27,32,昔 昔,部署2,社員,7:40,AAA-IC-1-0,J業務,7:40
2023/9/27,47,浜辺 浜辺,部署1,社員,10:04,AAA-DDDEC-2-0,K事業,1:00
2023/9/27,47,浜辺 浜辺,部署1,社員,10:04,AAA-DDDEC-2-0,K事業,4:00
2023/9/27,47,浜辺 浜辺,部署1,社員,10:04,AAA-DDDEC-2-0,K事業,0:00
2023/9/27,47,浜辺 浜辺,部署1,社員,10:04,AAA-DDDEC-2-0,K事業,2:34
2023/9/27,47,浜辺 浜辺,部署1,社員,10:04,AAA-DDDEC-2-0,K事業,2:30
2023/9/27,44,王都 王都,部署2,社員,0:00,未入力,未入力,0:00
